species_abbreviation,site_abbreviation,year,date_format,nid_estimated,nid_how,clutch_size,n_nest,comments
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),170,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BOBO,CGREC - MTORG,2022,ordinal (1 = January 1),181,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
DICK,CGREC - MTORG,2022,ordinal (1 = January 1),193,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),150,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),154,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MALL,CGREC - MTORG,2022,ordinal (1 = January 1),183,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),141,candling,12,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),151,candling,8,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MODO,CGREC - MTORG,2022,ordinal (1 = January 1),154,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MODO,CGREC - MTORG,2022,ordinal (1 = January 1),154,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NOPI,CGREC - MTORG,2022,ordinal (1 = January 1),144,candling,8,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NSHO,CGREC - MTORG,2022,ordinal (1 = January 1),159,candling,10,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),151,candling,10,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),155,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),173,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),175,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BOBO,CGREC - MTORG,2022,ordinal (1 = January 1),182,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MODO,CGREC - MTORG,2022,ordinal (1 = January 1),177,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),179,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),156,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),150,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),147,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
DICK,CGREC - MTORG,2022,ordinal (1 = January 1),183,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),177,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MODO,CGREC - MTORG,2022,ordinal (1 = January 1),177,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),147,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),162,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
UPSA,CGREC - MTORG,2022,ordinal (1 = January 1),142,candling/back dating,4,1,"Since eggs were often hard to see through, we would estimate the age by candling 2 eggs and back date based on hatch date to ensure accurate estimation."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),159,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MODO,CGREC - MTORG,2022,ordinal (1 = January 1),179,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MODO,CGREC - MTORG,2022,ordinal (1 = January 1),133,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MODO,CGREC - MTORG,2022,ordinal (1 = January 1),156,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MODO,CGREC - MTORG,2022,ordinal (1 = January 1),154,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
WEME,CGREC - MTORG,2022,ordinal (1 = January 1),156,candling,5,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),153,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),156,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),160,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),182,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MALL,CGREC - MTORG,2022,ordinal (1 = January 1),160,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NOPI,CGREC - MTORG,2022,ordinal (1 = January 1),172,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),181,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),149,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),143,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),150,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),156,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),188,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),149,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),146,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),151,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NSHO,CGREC - MTORG,2022,ordinal (1 = January 1),159,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),151,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),161,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),189,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NSHO,CGREC - MTORG,2022,ordinal (1 = January 1),184,candling,7,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),174,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),189,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),179,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),180,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),180,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),178,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),150,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),158,candling,2,2,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),162,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),162,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),150,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),148,candling,13,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NSHO,CGREC - MTORG,2022,ordinal (1 = January 1),144,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BRBL,CGREC - MTORG,2022,ordinal (1 = January 1),179,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),184,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),171,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),180,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NOPI,CGREC - MTORG,2022,ordinal (1 = January 1),178,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MALL,CGREC - MTORG,2022,ordinal (1 = January 1),164,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),178,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NOPI,CGREC - MTORG,2022,ordinal (1 = January 1),157,candling,10,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NOPI,CGREC - MTORG,2022,ordinal (1 = January 1),156,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
WEME,CGREC - MTORG,2022,ordinal (1 = January 1),162,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NSHO,CGREC - MTORG,2022,ordinal (1 = January 1),167,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
WEME,CGREC - MTORG,2022,ordinal (1 = January 1),196,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),192,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),190,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),189,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
YHBL,CGREC - MTORG,2022,ordinal (1 = January 1),186,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),193,candling,8,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),192,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),196,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),198,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),195,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),196,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),188,candling,8,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),193,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),197,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),194,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),194,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NOPI,CGREC - MTORG,2022,ordinal (1 = January 1),193,candling,7,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),192,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NOPI,CGREC - MTORG,2022,ordinal (1 = January 1),136,candling,8,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NSHO,CGREC - MTORG,2022,ordinal (1 = January 1),205,candling,5,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
DICK,CGREC - MTORG,2022,ordinal (1 = January 1),213,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),197,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),195,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),197,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),203,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
DICK,CGREC - MTORG,2022,ordinal (1 = January 1),198,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
DICK,CGREC - MTORG,2022,ordinal (1 = January 1),200,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),194,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
WEME,CGREC - MTORG,2022,ordinal (1 = January 1),192,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),202,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MODO,CGREC - MTORG,2022,ordinal (1 = January 1),192,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),200,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),209,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BRBL,CGREC - MTORG,2022,ordinal (1 = January 1),197,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),209,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MODO,CGREC - MTORG,2022,ordinal (1 = January 1),192,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GRSP,CGREC - MTORG,2022,ordinal (1 = January 1),204,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),204,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),205,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
WEME,CGREC - MTORG,2022,ordinal (1 = January 1),200,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MALL,CGREC - MTORG,2022,ordinal (1 = January 1),204,candling,5,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),202,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
MODO,CGREC - MTORG,2022,ordinal (1 = January 1),197,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GRSP,CGREC - MTORG,2022,ordinal (1 = January 1),209,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
EAKI,CGREC - MTORG,2022,ordinal (1 = January 1),174,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),179,candling,1,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),159,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),179,candling,8,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),184,candling,7,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),176,candling,8,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),175,candling,10,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),175,candling,7,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),160,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),149,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),159,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),160,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
STGR,CGREC - MTORG,2022,ordinal (1 = January 1),144,candling/back dating,15,1,"Since eggs were often hard to see through, we would estimate the age by candling 2 eggs and back date based on hatch date to ensure accurate estimation."
AMCO,CGREC - MTORG,2022,ordinal (1 = January 1),143,candling/back dating,10,1,"Since eggs were often hard to see through, we would estimate the age by candling 2 eggs and back date based on hatch date to ensure accurate estimation."
NOPI,CGREC - MTORG,2022,ordinal (1 = January 1),159,candling,5,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),157,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
STGR,CGREC - MTORG,2022,ordinal (1 = January 1),138,candling/back dating,14,1,"Since eggs were often hard to see through, we would estimate the age by candling 2 eggs and back date based on hatch date to ensure accurate estimation."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),160,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),126,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),187,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
PBGR,CGREC - MTORG,2022,ordinal (1 = January 1),155,candling/back dating,8,1,"Since eggs were often hard to see through, we would estimate the age by candling 2 eggs and back date based on hatch date to ensure accurate estimation."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),166,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),172,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BRBL,CGREC - MTORG,2022,ordinal (1 = January 1),166,candling,4,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),160,candling,11,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),177,candling,10,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
CCSP,CGREC - MTORG,2022,ordinal (1 = January 1),143,candling,2,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
UPSA,CGREC - MTORG,2022,ordinal (1 = January 1),150,candling/back dating,4,1,"Since eggs were often hard to see through, we would estimate the age by candling 2 eggs and back date based on hatch date to ensure accurate estimation."
GADW,CGREC - MTORG,2022,ordinal (1 = January 1),180,candling,10,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),161,candling,9,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
BWTE,CGREC - MTORG,2022,ordinal (1 = January 1),160,candling,10,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
NOPI,CGREC - MTORG,2022,ordinal (1 = January 1),182,candling,7,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
RWBL,CGREC - MTORG,2022,ordinal (1 = January 1),175,candling,3,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
WEME,CGREC - MTORG,2022,ordinal (1 = January 1),149,candling,5,1,"Candled 2 eggs from the nest for nests found while incubating. For nests found at the nestling stage, we determined age based on feather/nestling development."
