"","Year","id","X","Y","Spec","Date","Visit.Interval","Expos","Survive","Fate","FirstFound","Stage","BHCONum","BHCOpres","Clutch","InitClutch","InitBHCO","AgeFound","KBG","Smooth.Brome","Litter","Bare","Forb","Grasslike","Woody","Litter.Depth","Veg.Height","R1","R2","R3","R4","Unit","Pasture","Patch","Treatment","pTreat","cTreat","Notes","aRobel","Group"
"1599",2022,"CCSP04646345176155",464634,5176155,"CCSP",167,4,3,"Failed",1,"6/3/2022","Nestling",1,1,"1","1",1,"6",38,0,3,0,3,0,63,"45","730",7,7,7,7,"Wagon",11,"SW","MTORG","Rest","Moderate","",7,"FAC"
"1600",2022,"CCSP04645855176245",464585,5176245,"CCSP",158,1,3,"Failed",1,"6/3/2022","Incubating",1,1,"1","1",1,"-2",38,0,3,0,3,0,38,"30","710",9,10,9,7,"Wagon",11,"SW","MTORG","Rest","Moderate","",8.75,"FAC"
"1601",2022,"CCSP04644765176161",464476,5176161,"CCSP",183,1,1,"Survive",0,"6/30/2022","Incubating",0,0,"4","4",0,"8",15,0,3,0,15,3,63,"20","820",6,5,6,6,"Wagon",11,"SW","MTORG","Rest","Moderate","",5.75,"FAC"
"1602",2022,"CCSP04644765176161",464476,5176161,"CCSP",186,2,3,"Survive",0,"6/30/2022","Nestling",0,0,"4","4",0,"8",15,0,3,0,15,3,63,"20","820",6,5,6,6,"Wagon",11,"SW","MTORG","Rest","Moderate","",5.75,"FAC"
"1603",2022,"CCSP04644765176161",464476,5176161,"CCSP",189,3,3,"Failed",1,"6/30/2022","Nestling",0,0,"4","4",0,"8",15,0,3,0,15,3,63,"20","820",6,5,6,6,"Wagon",11,"SW","MTORG","Rest","Moderate","",5.75,"FAC"
"1604",2022,"CCSP04643075175958",464307,5175958,"CCSP",183,1,1,"Survive",0,"6/30/2022","Incubating",2,1,"3","3",2,"5",63,0,0,0,3,0,38,"70","840",7,8,8,8,"Wagon",11,"SW","MTORG","Rest","Moderate","",7.75,"FAC"
"1605",2022,"CCSP04643075175958",464307,5175958,"CCSP",186,2,3,"Survive",0,"6/30/2022","Incubating",2,1,"3","3",2,"5",63,0,0,0,3,0,38,"70","840",7,8,8,8,"Wagon",11,"SW","MTORG","Rest","Moderate","",7.75,"FAC"
"1606",2022,"CCSP04643075175958",464307,5175958,"CCSP",189,3,3,"Survive",0,"6/30/2022","Incubating",2,1,"3","3",2,"5",63,0,0,0,3,0,38,"70","840",7,8,8,8,"Wagon",11,"SW","MTORG","Rest","Moderate","",7.75,"FAC"
"1607",2022,"CCSP04643075175958",464307,5175958,"CCSP",191,4,3,"Survive",0,"6/30/2022","Nestling",2,1,"2","3",2,"5",63,0,0,0,3,0,38,"70","840",7,8,8,8,"Wagon",11,"SW","MTORG","Rest","Moderate","",7.75,"FAC"
"1608",2022,"CCSP04643075175958",464307,5175958,"CCSP",194,5,3,"Failed",1,"6/30/2022","Nestling",2,1,"2","3",2,"5",63,0,0,0,3,0,38,"70","840",7,8,8,8,"Wagon",11,"SW","MTORG","Rest","Moderate","",7.75,"FAC"
"1609",2022,"CCSP04643695176051",464369,5176051,"CCSP",213,1,2,"Survive",0,"7/29/2022","Nestling",0,0,"1","2",0,"16",15,38,15,0,3,0,63,"50","1030",8,7,10,8,"Wagon",11,"SW","MTORG","Rest","Moderate","",8.25,"FAC"
"1610",2022,"CCSP04643695176051",464369,5176051,"CCSP",216,2,3,"Survive",0,"7/29/2022","Nestling",0,0,"1","2",0,"16",15,38,15,0,3,0,63,"50","1030",8,7,10,8,"Wagon",11,"SW","MTORG","Rest","Moderate","",8.25,"FAC"
"1611",2022,"CCSP04643965176131",464396,5176131,"CCSP",205,1,2,"Survive",0,"7/21/2022","Incubating",0,0,"3","3",0,"7",15,0,15,0,0,0,63,"70","770",8,5,7,6,"Wagon",11,"SW","MTORG","Rest","Moderate","",6.5,"FAC"
"1612",2022,"CCSP04643965176131",464396,5176131,"CCSP",208,2,3,"Survive",0,"7/21/2022","Nestling",0,0,"3","3",0,"7",15,0,15,0,0,0,63,"70","770",8,5,7,6,"Wagon",11,"SW","MTORG","Rest","Moderate","",6.5,"FAC"
"1613",2022,"CCSP04643965176131",464396,5176131,"CCSP",211,3,3,"Survive",0,"7/21/2022","Nestling",0,0,"3","3",0,"7",15,0,15,0,0,0,63,"70","770",8,5,7,6,"Wagon",11,"SW","MTORG","Rest","Moderate","",6.5,"FAC"
"1614",2022,"CCSP04643965176131",464396,5176131,"CCSP",213,4,2,"Survive",0,"7/21/2022","Nestling",0,0,"3","3",0,"7",15,0,15,0,0,0,63,"70","770",8,5,7,6,"Wagon",11,"SW","MTORG","Rest","Moderate","",6.5,"FAC"
"1615",2022,"CCSP04643965176131",464396,5176131,"CCSP",216,5,3,"Survive",0,"7/21/2022","Nestling",0,0,"3","3",0,"7",15,0,15,0,0,0,63,"70","770",8,5,7,6,"Wagon",11,"SW","MTORG","Rest","Moderate","",6.5,"FAC"
"1616",2022,"CCSP04643965176131",464396,5176131,"CCSP",219,6,3,"Survive",0,"7/21/2022","Nestling",0,0,"3","3",0,"7",15,0,15,0,0,0,63,"70","770",8,5,7,6,"Wagon",11,"SW","MTORG","Rest","Moderate","",6.5,"FAC"
"1617",2022,"CCSP04643635176080",464363,5176080,"CCSP",207,1,2,"Trampled",1,"7/23/2022","Incubating",0,0,"3","3",0,"4",15,0,85,0,3,0,15,"30","820",7,8,7,7,"Wagon",11,"SW","MTORG","Rest","Moderate","",7.25,"FAC"
"1618",2022,"CCSP04645565176427",464556,5176427,"CCSP",205,1,1,"Survive",0,"7/22/2022","Nestling",1,1,"3","3",1,"13",38,63,3,0,15,3,38,"50","1304",13,13,15,10,"Wagon",12,"SW","MTORG","Heavy","Rest","",12.75,"FAC"
"1619",2022,"CCSP04645565176427",464556,5176427,"CCSP",208,2,3,"Survive",0,"7/22/2022","Nestling",1,1,"3","3",1,"13",38,63,3,0,15,3,38,"50","1304",13,13,15,10,"Wagon",12,"SW","MTORG","Heavy","Rest","",12.75,"FAC"
"1620",2022,"CCSP04645565176427",464556,5176427,"CCSP",211,3,3,"Survive",0,"7/22/2022","Nestling",1,1,"3","3",1,"13",38,63,3,0,15,3,38,"50","1304",13,13,15,10,"Wagon",12,"SW","MTORG","Heavy","Rest","",12.75,"FAC"
"1621",2022,"CCSP04644185176227",464418,5176227,"CCSP",158,1,3,"Survive",0,"6/3/2022","Incubating",1,1,"3","3",1,"0",15,38,15,0,15,0,38,"30","930",11,9,7,7,"Wagon",12,"SW","MTORG","Heavy","Rest","",8.5,"FAC"
"1622",2022,"CCSP04644185176227",464418,5176227,"CCSP",161,2,3,"Survive",0,"6/3/2022","Incubating",1,1,"3","3",1,"0",15,38,15,0,15,0,38,"30","930",11,9,7,7,"Wagon",12,"SW","MTORG","Heavy","Rest","",8.5,"FAC"
"1623",2022,"CCSP04644185176227",464418,5176227,"CCSP",164,3,3,"Survive",0,"6/3/2022","Incubating",1,1,"3","3",1,"0",15,38,15,0,15,0,38,"30","930",11,9,7,7,"Wagon",12,"SW","MTORG","Heavy","Rest","",8.5,"FAC"
"1624",2022,"CCSP04644185176227",464418,5176227,"CCSP",168,4,4,"Survive",0,"6/3/2022","Nestling",1,1,"3","3",1,"0",15,38,15,0,15,0,38,"30","930",11,9,7,7,"Wagon",12,"SW","MTORG","Heavy","Rest","",8.5,"FAC"
"1625",2022,"CCSP04644185176227",464418,5176227,"CCSP",171,5,3,"Survive",0,"6/3/2022","Nestling",1,1,"2","3",1,"0",15,38,15,0,15,0,38,"30","930",11,9,7,7,"Wagon",12,"SW","MTORG","Heavy","Rest","",8.5,"FAC"
"1626",2022,"CCSP04644185176227",464418,5176227,"CCSP",174,6,3,"Survive",0,"6/3/2022","Nestling",1,1,"1","3",1,"0",15,38,15,0,15,0,38,"30","930",11,9,7,7,"Wagon",12,"SW","MTORG","Heavy","Rest","",8.5,"FAC"
"1627",2022,"CCSP04644185176227",464418,5176227,"CCSP",177,7,3,"Survive",0,"6/3/2022","Nestling",1,1,"1","3",1,"0",15,38,15,0,15,0,38,"30","930",11,9,7,7,"Wagon",12,"SW","MTORG","Heavy","Rest","",8.5,"FAC"
"1628",2022,"CCSP04644575176383",464457,5176383,"CCSP",186,1,3,"Survive",0,"7/1/2022","Nestling",2,1,"1","3",1,"11",15,0,15,0,15,0,15,"70","740",8,7,7,6,"Wagon",12,"SW","MTORG","Heavy","Rest","",7,"FAC"
"1629",2022,"CCSP04644575176383",464457,5176383,"CCSP",189,2,3,"Survive",0,"7/1/2022","Nestling",2,1,"1","3",1,"11",15,0,15,0,15,0,15,"70","740",8,7,7,6,"Wagon",12,"SW","MTORG","Heavy","Rest","",7,"FAC"
"1630",2022,"CCSP04644575176383",464457,5176383,"CCSP",191,3,2,"Survive",0,"7/1/2022","Nestling",2,1,"1","3",1,"11",15,0,15,0,15,0,15,"70","740",8,7,7,6,"Wagon",12,"SW","MTORG","Heavy","Rest","",7,"FAC"
"1631",2022,"CCSP04644575176383",464457,5176383,"CCSP",194,4,3,"Survive",0,"7/1/2022","Nestling",2,1,"1","3",1,"11",15,0,15,0,15,0,15,"70","740",8,7,7,6,"Wagon",12,"SW","MTORG","Heavy","Rest","",7,"FAC"
"1632",2022,"CCSP04643405176371",464340,5176371,"CCSP",186,1,3,"Survive",0,"7/1/2022","Incubating",1,1,"2","2",1,"4",15,0,0,0,3,0,63,"30","790",9,8,11,12,"Wagon",12,"SW","MTORG","Heavy","Rest","",10,"FAC"
"1633",2022,"CCSP04643405176371",464340,5176371,"CCSP",189,2,3,"Survive",0,"7/1/2022","Incubating",1,1,"2","2",1,"4",15,0,0,0,3,0,63,"30","790",9,8,11,12,"Wagon",12,"SW","MTORG","Heavy","Rest","",10,"FAC"
"1634",2022,"CCSP04643405176371",464340,5176371,"CCSP",191,3,2,"Survive",0,"7/1/2022","Nestling",1,1,"2","2",1,"4",15,0,0,0,3,0,63,"30","790",9,8,11,12,"Wagon",12,"SW","MTORG","Heavy","Rest","",10,"FAC"
"1635",2022,"CCSP04643405176371",464340,5176371,"CCSP",194,4,3,"Survive",0,"7/1/2022","Nestling",1,1,"2","2",1,"4",15,0,0,0,3,0,63,"30","790",9,8,11,12,"Wagon",12,"SW","MTORG","Heavy","Rest","",10,"FAC"
"1636",2022,"CCSP04643405176371",464340,5176371,"CCSP",197,5,3,"Survive",0,"7/1/2022","Nestling",1,1,"2","2",1,"4",15,0,0,0,3,0,63,"30","790",9,8,11,12,"Wagon",12,"SW","MTORG","Heavy","Rest","",10,"FAC"
"1637",2022,"CCSP04643405176371",464340,5176371,"CCSP",200,6,3,"Survive",0,"7/1/2022","Nestling",1,1,"2","2",1,"4",15,0,0,0,3,0,63,"30","790",9,8,11,12,"Wagon",12,"SW","MTORG","Heavy","Rest","",10,"FAC"
"1638",2022,"CCSP04643185176220",464318,5176220,"CCSP",186,1,3,"Survive",0,"7/1/2022","Incubating",0,0,"4","4",0,"3",68,0,0,0,3,0,38,"5","700",5,6,8,4,"Wagon",12,"SW","MTORG","Heavy","Rest","LAST CHECK DURING VEG",5.75,"FAC"
"1639",2022,"CCSP04643185176220",464318,5176220,"CCSP",189,2,3,"Survive",0,"7/1/2022","Incubating",0,0,"4","4",0,"3",68,0,0,0,3,0,38,"5","700",5,6,8,4,"Wagon",12,"SW","MTORG","Heavy","Rest","LAST CHECK DURING VEG",5.75,"FAC"
"1640",2022,"CCSP04643185176220",464318,5176220,"CCSP",191,3,2,"Survive",0,"7/1/2022","Incubating",0,0,"4","4",0,"3",68,0,0,0,3,0,38,"5","700",5,6,8,4,"Wagon",12,"SW","MTORG","Heavy","Rest","LAST CHECK DURING VEG",5.75,"FAC"
"1641",2022,"CCSP04643185176220",464318,5176220,"CCSP",194,4,3,"Survive",0,"7/1/2022","Nestling",0,0,"4","4",0,"3",68,0,0,0,3,0,38,"5","700",5,6,8,4,"Wagon",12,"SW","MTORG","Heavy","Rest","LAST CHECK DURING VEG",5.75,"FAC"
"1642",2022,"CCSP04643185176220",464318,5176220,"CCSP",197,5,3,"Survive",0,"7/1/2022","Nestling",0,0,"2","4",0,"3",68,0,0,0,3,0,38,"5","700",5,6,8,4,"Wagon",12,"SW","MTORG","Heavy","Rest","LAST CHECK DURING VEG",5.75,"FAC"
"1643",2022,"CCSP04643185176220",464318,5176220,"CCSP",200,6,3,"Failed",1,"7/1/2022","Nestling",0,0,"2","4",0,"3",68,0,0,0,3,0,38,"5","700",5,6,8,4,"Wagon",12,"SW","MTORG","Heavy","Rest","LAST CHECK DURING VEG",5.75,"FAC"
"1644",2022,"CCSP04645095176340",464509,5176340,"CCSP",159,1,3,"Survive",0,"6/4/2022","Incubating",2,1,"1","2",2,"6",63,0,3,0,3,0,38,"35","780",9,9,8,9,"Wagon",12,"SW","MTORG","Heavy","Rest","DIDN'T INCLUDE 6/16/2022 BECAUSE NESTLING WAS LIKELY GONE CHECK BEFORE",8.75,"FAC"
"1645",2022,"CCSP04645095176340",464509,5176340,"CCSP",162,2,3,"Survive",0,"6/4/2022","Incubating",2,1,"1","2",2,"6",63,0,3,0,3,0,38,"35","780",9,9,8,9,"Wagon",12,"SW","MTORG","Heavy","Rest","DIDN'T INCLUDE 6/16/2022 BECAUSE NESTLING WAS LIKELY GONE CHECK BEFORE",8.75,"FAC"
"1646",2022,"CCSP04645095176340",464509,5176340,"CCSP",165,3,3,"Failed",1,"6/4/2022","Nestling",2,1,"1","2",2,"6",63,0,3,0,3,0,38,"35","780",9,9,8,9,"Wagon",12,"SW","MTORG","Heavy","Rest","DIDN'T INCLUDE 6/16/2022 BECAUSE NESTLING WAS LIKELY GONE CHECK BEFORE",8.75,"FAC"
"1647",2022,"CCSP04642555176130",464255,5176130,"CCSP",155,1,1,"Survive",0,"6/2/2022","Incubating",0,0,"4","4",0,"7",38,3,15,0,0,0,63,"42","780",8,7,7,7,"Wagon",12,"SW","MTORG","Heavy","Rest","",7.25,"FAC"
"1648",2022,"CCSP04642555176130",464255,5176130,"CCSP",158,2,3,"Survive",0,"6/2/2022","Incubating",0,0,"4","4",0,"7",38,3,15,0,0,0,63,"42","780",8,7,7,7,"Wagon",12,"SW","MTORG","Heavy","Rest","",7.25,"FAC"
"1649",2022,"CCSP04642555176130",464255,5176130,"CCSP",161,3,3,"Failed",1,"6/2/2022","Incubating",0,0,"4","4",0,"7",38,3,15,0,0,0,63,"42","780",8,7,7,7,"Wagon",12,"SW","MTORG","Heavy","Rest","",7.25,"FAC"
"1650",2022,"CCSP04643465176165",464346,5176165,"CCSP",158,1,3,"Failed",1,"6/3/2022","Incubating",1,1,"4","4",0,"7",63,0,0,0,3,0,63,"15","870",10,11,9,10,"Wagon",12,"SW","MTORG","Heavy","Rest","",10,"FAC"
"1651",2022,"CCSP04643555176181",464355,5176181,"CCSP",158,1,3,"Survive",0,"6/3/2022","Incubating",1,1,"3","3",1,"3",15,0,3,0,3,0,85,"30","1000",9,9,8,10,"Wagon",12,"SW","MTORG","Heavy","Rest","",9,"FAC"
"1652",2022,"CCSP04643555176181",464355,5176181,"CCSP",161,2,3,"Failed",1,"6/3/2022","Incubating",1,1,"3","3",1,"3",15,0,3,0,3,0,85,"30","1000",9,9,8,10,"Wagon",12,"SW","MTORG","Heavy","Rest","",9,"FAC"
"1653",2022,"CCSP04644205176342",464420,5176342,"CCSP",159,1,3,"Survive",0,"6/4/2022","Laying",1,1,"2","0",0,"-3",38,0,38,0,15,0,63,"55","94",7,7,7,8,"Wagon",12,"SW","MTORG","Heavy","Rest","",7.25,"FAC"
"1654",2022,"CCSP04644205176342",464420,5176342,"CCSP",162,2,3,"Survive",0,"6/4/2022","Incubating",1,1,"3","0",0,"-3",38,0,38,0,15,0,63,"55","94",7,7,7,8,"Wagon",12,"SW","MTORG","Heavy","Rest","",7.25,"FAC"
"1655",2022,"CCSP04644205176342",464420,5176342,"CCSP",165,3,3,"Survive",0,"6/4/2022","Incubating",0,1,"2","0",0,"-3",38,0,38,0,15,0,63,"55","94",7,7,7,8,"Wagon",12,"SW","MTORG","Heavy","Rest","",7.25,"FAC"
"1656",2022,"CCSP04644205176342",464420,5176342,"CCSP",168,4,3,"Failed",1,"6/4/2022","Incubating",0,1,"2","0",0,"-3",38,0,38,0,15,0,63,"55","94",7,7,7,8,"Wagon",12,"SW","MTORG","Heavy","Rest","",7.25,"FAC"
"1657",2022,"CCSP04646625176310",464662,5176310,"CCSP",203,1,3,"Survive",0,"7/18/2022","Incubating",0,0,"3","3",0,"3",63,0,3,0,38,0,38,"40","670",8,8,8,8,"Wagon",12,"SW","MTORG","Heavy","Rest","",8,"FAC"
"1658",2022,"CCSP04646625176310",464662,5176310,"CCSP",205,2,2,"Survive",0,"7/18/2022","Incubating",0,0,"3","3",0,"3",63,0,3,0,38,0,38,"40","670",8,8,8,8,"Wagon",12,"SW","MTORG","Heavy","Rest","",8,"FAC"
"1659",2022,"CCSP04646625176310",464662,5176310,"CCSP",208,3,3,"Survive",0,"7/18/2022","Incubating",0,0,"3","3",0,"3",63,0,3,0,38,0,38,"40","670",8,8,8,8,"Wagon",12,"SW","MTORG","Heavy","Rest","",8,"FAC"
"1660",2022,"CCSP04646625176310",464662,5176310,"CCSP",211,4,3,"Survive",0,"7/18/2022","Nestling",0,0,"3","3",0,"3",63,0,3,0,38,0,38,"40","670",8,8,8,8,"Wagon",12,"SW","MTORG","Heavy","Rest","",8,"FAC"
"1661",2022,"CCSP04646625176310",464662,5176310,"CCSP",213,5,2,"Survive",1,"7/18/2022","Nestling",0,0,"3","3",0,"3",63,0,3,0,38,0,38,"40","670",8,8,8,8,"Wagon",12,"SW","MTORG","Heavy","Rest","",8,"FAC"
"1662",2022,"CCSP04642555176678",464255,5176678,"CCSP",161,1,3,"Survive",0,"6/6/2022","Incubating",0,0,"2","2",0,"7",15,15,3,0,0,0,38,"20","970",7,8,7,8,"Wagon",13,"NW","MTORG","Full","Heavy","",7.5,"FAC"
"1663",2022,"CCSP04642555176678",464255,5176678,"CCSP",164,2,3,"Survive",0,"6/6/2022","Incubating",0,0,"2","2",0,"7",15,15,3,0,0,0,38,"20","970",7,8,7,8,"Wagon",13,"NW","MTORG","Full","Heavy","",7.5,"FAC"
"1664",2022,"CCSP04642555176678",464255,5176678,"CCSP",168,3,4,"Survive",0,"6/6/2022","Nestling",0,0,"1","2",0,"7",15,15,3,0,0,0,38,"20","970",7,8,7,8,"Wagon",13,"NW","MTORG","Full","Heavy","",7.5,"FAC"
"1665",2022,"CCSP04642555176678",464255,5176678,"CCSP",171,4,3,"Survive",0,"6/6/2022","Nestling",0,0,"1","2",0,"7",15,15,3,0,0,0,38,"20","970",7,8,7,8,"Wagon",13,"NW","MTORG","Full","Heavy","",7.5,"FAC"
"1666",2022,"CCSP04642555176678",464255,5176678,"CCSP",174,5,3,"Survive",0,"6/6/2022","Nestling",0,0,"1","2",0,"7",15,15,3,0,0,0,38,"20","970",7,8,7,8,"Wagon",13,"NW","MTORG","Full","Heavy","",7.5,"FAC"
"1667",2022,"CCSP04642555176678",464255,5176678,"CCSP",177,6,3,"Survive",0,"6/6/2022","Nestling",0,0,"1","2",0,"7",15,15,3,0,0,0,38,"20","970",7,8,7,8,"Wagon",13,"NW","MTORG","Full","Heavy","",7.5,"FAC"
"1668",2022,"CCSP04643105176650",464310,5176650,"CCSP",161,1,3,"Survive",0,"6/6/2022","Incubating",2,1,"2","2",1,"4",38,0,15,0,3,0,15,"45","780",4,4,6,6,"Wagon",13,"NW","MTORG","Full","Heavy","",5,"FAC"
"1669",2022,"CCSP04643105176650",464310,5176650,"CCSP",164,2,3,"Failed",1,"6/6/2022","Incubating",2,1,"2","2",1,"4",38,0,15,0,3,0,15,"45","780",4,4,6,6,"Wagon",13,"NW","MTORG","Full","Heavy","",5,"FAC"
"1670",2022,"CCSP04643645176566",464364,5176566,"CCSP",161,1,3,"Survive",0,"6/6/2022","Incubating",2,1,"1","0",2,"-1",15,3,15,0,15,0,15,"25","610",7,8,3,4,"Wagon",13,"NW","MTORG","Full","Heavy","",5.5,"FAC"
"1671",2022,"CCSP04643645176566",464364,5176566,"CCSP",164,2,3,"Survive",0,"6/6/2022","Incubating",2,1,"1","0",2,"-1",15,3,15,0,15,0,15,"25","610",7,8,3,4,"Wagon",13,"NW","MTORG","Full","Heavy","",5.5,"FAC"
"1672",2022,"CCSP04643645176566",464364,5176566,"CCSP",168,3,4,"Survive",0,"6/6/2022","Incubating",2,1,"1","0",2,"-1",15,3,15,0,15,0,15,"25","610",7,8,3,4,"Wagon",13,"NW","MTORG","Full","Heavy","",5.5,"FAC"
"1673",2022,"CCSP04643645176566",464364,5176566,"CCSP",171,4,3,"Survive",0,"6/6/2022","Nestling",2,1,"1","0",2,"-1",15,3,15,0,15,0,15,"25","610",7,8,3,4,"Wagon",13,"NW","MTORG","Full","Heavy","",5.5,"FAC"
"1674",2022,"CCSP04643645176566",464364,5176566,"CCSP",174,5,3,"Failed",1,"6/6/2022","Nestling",2,1,"1","0",2,"-1",15,3,15,0,15,0,15,"25","610",7,8,3,4,"Wagon",13,"NW","MTORG","Full","Heavy","",5.5,"FAC"
"1675",2022,"CCSP04644675176571",464467,5176571,"CCSP",161,1,3,"Survive",0,"6/6/2022","Laying",1,1,"1","0",1,"-2",15,15,15,0,3,0,15,"10","660",3,7,7,6,"Wagon",13,"NW","MTORG","Full","Heavy","",5.75,"FAC"
"1676",2022,"CCSP04644675176571",464467,5176571,"CCSP",164,2,3,"Failed",1,"6/6/2022","Incubating",1,1,"1","0",1,"-2",15,15,15,0,3,0,15,"10","660",3,7,7,6,"Wagon",13,"NW","MTORG","Full","Heavy","",5.75,"FAC"
"1677",2022,"CCSP04644765176571",464476,5176571,"CCSP",206,1,2,"Survive",0,"7/22/2022","Incubating",0,0,"4","3",0,"-1",15,0,3,0,38,0,38,"35","720",8,9,8,9,"Wagon",13,"NW","MTORG","Full","Heavy","",8.5,"FAC"
"1678",2022,"CCSP04644765176571",464476,5176571,"CCSP",208,2,2,"Survive",0,"7/22/2022","Incubating",0,0,"4","3",0,"-1",15,0,3,0,38,0,38,"35","720",8,9,8,9,"Wagon",13,"NW","MTORG","Full","Heavy","",8.5,"FAC"
"1679",2022,"CCSP04644765176571",464476,5176571,"CCSP",211,3,3,"Survive",0,"7/22/2022","Incubating",0,0,"4","3",0,"-1",15,0,3,0,38,0,38,"35","720",8,9,8,9,"Wagon",13,"NW","MTORG","Full","Heavy","",8.5,"FAC"
"1680",2022,"CCSP04644765176571",464476,5176571,"CCSP",213,4,2,"Survive",0,"7/22/2022","Incubating",0,0,"4","3",0,"-1",15,0,3,0,38,0,38,"35","720",8,9,8,9,"Wagon",13,"NW","MTORG","Full","Heavy","",8.5,"FAC"
"1681",2022,"CCSP04644765176571",464476,5176571,"CCSP",216,5,3,"Failed",1,"7/22/2022","Incubating",0,0,"4","3",0,"-1",15,0,3,0,38,0,38,"35","720",8,9,8,9,"Wagon",13,"NW","MTORG","Full","Heavy","",8.5,"FAC"
"1682",2022,"CCSP04645315176474",464531,5176474,"CCSP",206,1,2,"Survive",0,"7/22/2022","Incubating",0,0,"3","1",0,"-2",38,0,0,0,3,0,63,"45","750",9,8,8,9,"Wagon",13,"NW","MTORG","Full","Heavy","",8.5,"FAC"
"1683",2022,"CCSP04645315176474",464531,5176474,"CCSP",208,2,2,"Survive",0,"7/22/2022","Incubating",0,0,"3","1",0,"-2",38,0,0,0,3,0,63,"45","750",9,8,8,9,"Wagon",13,"NW","MTORG","Full","Heavy","",8.5,"FAC"
"1684",2022,"CCSP04645315176474",464531,5176474,"CCSP",211,3,3,"Survive",0,"7/22/2022","Incubating",0,0,"3","1",0,"-2",38,0,0,0,3,0,63,"45","750",9,8,8,9,"Wagon",13,"NW","MTORG","Full","Heavy","",8.5,"FAC"
"1685",2022,"CCSP04645315176474",464531,5176474,"CCSP",213,4,2,"Failed",1,"7/22/2022","Incubating",0,0,"3","1",0,"-2",38,0,0,0,3,0,63,"45","750",9,8,8,9,"Wagon",13,"NW","MTORG","Full","Heavy","",8.5,"FAC"
"1686",2022,"CCSP04642405176979",464240,5176979,"CCSP",162,1,3,"Survive",0,"6/7/2022","Incubating",0,0,"4","1",0,"-3",63,3,3,0,0,0,15,"35","1020",9,9,11,12,"Wagon",14,"NW","MTORG","Moderate","Full","",10.25,"FAC"
"1687",2022,"CCSP04642405176979",464240,5176979,"CCSP",165,2,3,"Survive",0,"6/7/2022","Incubating",0,0,"4","1",0,"-3",63,3,3,0,0,0,15,"35","1020",9,9,11,12,"Wagon",14,"NW","MTORG","Moderate","Full","",10.25,"FAC"
"1688",2022,"CCSP04642405176979",464240,5176979,"CCSP",168,3,3,"Survive",0,"6/7/2022","Incubating",0,0,"4","1",0,"-3",63,3,3,0,0,0,15,"35","1020",9,9,11,12,"Wagon",14,"NW","MTORG","Moderate","Full","",10.25,"FAC"
"1689",2022,"CCSP04642405176979",464240,5176979,"CCSP",171,4,3,"Survive",0,"6/7/2022","Incubating",0,0,"4","1",0,"-3",63,3,3,0,0,0,15,"35","1020",9,9,11,12,"Wagon",14,"NW","MTORG","Moderate","Full","",10.25,"FAC"
"1690",2022,"CCSP04642405176979",464240,5176979,"CCSP",174,5,3,"Survive",0,"6/7/2022","Nestling",0,0,"4","1",0,"-3",63,3,3,0,0,0,15,"35","1020",9,9,11,12,"Wagon",14,"NW","MTORG","Moderate","Full","",10.25,"FAC"
"1691",2022,"CCSP04642405176979",464240,5176979,"CCSP",177,6,3,"Survive",0,"6/7/2022","Nestling",0,0,"4","1",0,"-3",63,3,3,0,0,0,15,"35","1020",9,9,11,12,"Wagon",14,"NW","MTORG","Moderate","Full","",10.25,"FAC"
"1692",2022,"CCSP04642405176979",464240,5176979,"CCSP",180,7,3,"Survive",0,"6/7/2022","Nestling",0,0,"3","1",0,"-3",63,3,3,0,0,0,15,"35","1020",9,9,11,12,"Wagon",14,"NW","MTORG","Moderate","Full","",10.25,"FAC"
"1693",2022,"CCSP04642405176979",464240,5176979,"CCSP",183,8,3,"Survive",0,"6/7/2022","Nestling",0,0,"3","1",0,"-3",63,3,3,0,0,0,15,"35","1020",9,9,11,12,"Wagon",14,"NW","MTORG","Moderate","Full","",10.25,"FAC"
"1694",2022,"CCSP04645555176708",464555,5176708,"CCSP",161,1,3,"Survive",0,"6/6/2022","Incubating",1,1,"4","4",1,"8",38,15,3,0,3,0,15,"20","680",9,9,8,9,"Wagon",14,"NW","MTORG","Moderate","Full","",8.75,"FAC"
"1695",2022,"CCSP04645555176708",464555,5176708,"CCSP",164,2,3,"Survive",0,"6/6/2022","Nestling",1,1,"4","4",1,"8",38,15,3,0,3,0,15,"20","680",9,9,8,9,"Wagon",14,"NW","MTORG","Moderate","Full","",8.75,"FAC"
"1696",2022,"CCSP04645555176708",464555,5176708,"CCSP",167,3,3,"Survive",0,"6/6/2022","Nestling",1,1,"2","4",1,"8",38,15,3,0,3,0,15,"20","680",9,9,8,9,"Wagon",14,"NW","MTORG","Moderate","Full","",8.75,"FAC"
"1697",2022,"CCSP04645555176708",464555,5176708,"CCSP",171,4,4,"Failed",1,"6/6/2022","Nestling",1,1,"2","4",1,"8",38,15,3,0,3,0,15,"20","680",9,9,8,9,"Wagon",14,"NW","MTORG","Moderate","Full","",8.75,"FAC"
"1698",2022,"CCSP04644855176779",464485,5176779,"CCSP",161,1,3,"Failed",1,"6/6/2022","Nestling",0,0,"4","4",0,"13",38,3,15,0,3,0,15,"40","635",6,6,6,5,"Wagon",14,"NW","MTORG","Moderate","Full","",5.75,"FAC"
